model_name,gpu_name,seed,dataset,config_k,config_cap,run,type,cold_ms,cosine_ms,graph_ms,lru_sim_hit,cos_sim_hit,grp_sim_hit,cold_n_tokens,cosine_n_tokens,graph_n_tokens,flops_saved_cosine,flops_saved_graph,embed_time_s,graph_build_time_s
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,379,structural,33.9104,49.3459,28.3894,0,0,0,148,404,404,85572190208,85572190208,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,380,semantic,52.0848,0.0,0.0,0,1,1,58,314,314,51692699648,51692699648,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,381,structural,28.4608,0.0,0.0,0,1,1,114,370,370,71775027200,71775027200,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,382,semantic,55.2313,0.0,40.061,0,1,0,114,341,370,60964732928,71775027200,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,383,multi-hop,44.2993,0.0,86.0527,0,1,0,99,355,355,66073395200,66073395200,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,384,structural,39.7181,0.0,0.0,0,1,1,26,282,282,41693478912,41693478912,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,385,multi-hop,82.856,42.9472,86.4467,0,0,0,108,364,364,69466062848,69466062848,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,386,semantic,63.1617,0.0,0.0,0,1,1,76,332,332,57789120512,57789120512,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,387,semantic,42.8139,0.0,69.773,0,1,0,105,361,361,68325736448,68325736448,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,388,multi-hop,51.5602,0.0,0.0,0,1,1,135,391,391,80153673728,80153673728,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,389,semantic,87.2287,0.0,0.0,0,1,1,83,339,339,60251701248,60251701248,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,390,multi-hop,61.4503,0.0,52.7377,0,1,0,99,355,325,66073395200,55377920000,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,391,multi-hop,56.0408,0.0,87.9035,0,1,0,87,343,343,61681958912,61681958912,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,392,multi-hop,69.7976,0.0,56.4085,0,1,0,89,345,345,62403379200,62403379200,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,393,semantic,41.6612,0.0,52.885,0,1,0,97,353,353,65331003392,65331003392,7.697,0.018
